Trig Name,STATION NAME,New Name,EASTING,NORTHING,HEIGHT,ORDER,TYPE OF MARK,SECONDARY COMPUTING BLOCK,Computing Date,Maintained,CLASS OF LEVELLING,Date of Levelling,LEVELLING DATUM,DESTROYED MARK INDICATOR,COMMENTS
Adeyfield Rc Ch Sp,SP91/INT24,SP91I024,507499.14,206830.66,0,4,SPIRE,SP91,01/06/1960,,0,,,1,Dest 08/85
Adeyfield Resr,SP91/T139,SP91T139,506384.73,207325.58,0,4,BLOCK,SP91,01/06/1960,,0,,,0,
Adisham Road,TR26/T117,TR26T117,623256.3,153221.46,0,4,BURIED BLK,TR26,01/06/1954,,0,,,1,Recomputed 01/86
Adisham Road,TR26/T117,TR26T117,623256.27,153221.36,0,3,BURIED BLK,TR26,01/01/1986,,0,,,0,
Admirals Road,TQ47/DM/T565,TQ47T565,514613.1,154075.81,0,4,BLOCK,TQ47,01/06/1958,01/04/1959,0,,,0,
Admiralty Canteen,ST86/T1,ST86T001,376304.9,165751.54,0,4,BOLT,ST86,01/06/1947,,0,,,1,DESTROYED 03/96
Admiralty Flour Mills,SU31/T27,SU31T027,461814.87,100634.77,0,3,BOLT,SU31,01/06/1942,01/10/1977,0,,,0,
Admiralty Navigation Beacon,ST70/INT12,ST70I012,378499.19,81180.69,0,3,BEACON,ST70,01/06/1950,01/05/1977,0,,,0,
Admiralty Pier,TR26/T193,TR26T193,633009.39,139939.36,0,3,BOLT,TR26,01/06/1987,01/06/1987,0,,,1,Destroyed 05/91
Admiralty Pier Lighthouse,TR26/INT44,TR26I044,633018.98,139947.5,0,4,LIGHTHOUSE,TR26,01/06/1951,01/06/1987,0,,,0,
Admiralty Point,TF71/T1,TF71T001,557756.97,325021.71,6.281,3,PILLAR,TF71,01/06/1954,01/08/1979,1,01/06/1964,N,0,
Admiralty Research Twr,TQ47/T446,TQ47T446,515880.27,170416.66,0,4,BOLT,TQ47,01/06/1953,,0,,,1,Dest 01/75
Adwell Cop,SP91/T2,SP91T002,470333.58,199071.2,144.292,3,PILLAR,SP91,01/06/1938,01/03/1973,1,01/06/1971,N,0,
Adwick Le Street Ch Twr,SE73/T1,SE73T001,454086.76,408590.52,0,4,BOLT,SE73,01/06/1949,01/04/1961,0,,,0,
Adwick Le Street Ch Twr,SE73/T1,SE73T001,454085.89,408589.91,0,4,CENTRE,SE73,01/06/1958,01/04/1961,0,,,0,
Adwick Resr,SK39/T214,SK39T214,446695.72,401501.88,43.5,13,BOLT,A001,01/06/1988,,3,01/06/1988,N,0,GPS HEIGHT NCE 88
Adwick Resr,SK39/T214,SK39T214,446695.8,401501.87,0,4,BOLT,SK39,01/06/1980,,0,,,1,
Adwick Resr,SK39/T214,SK39T214,446695.83,401501.86,0,4,BOLT,SK39,01/06/1954,,0,,,1,Refixed 1980
Adwy-Deg,SH62/T1,SH62T001,269611.44,331641.25,208.483,3,BLOCK,SH62,01/06/1956,01/06/1967,2,01/06/1956,N,0,Ht to bolt in block
Adzor Bank,SO45/T1,SO45T001,347944.93,247652.68,118.768,3,PILLAR,SO45,01/06/1954,01/09/1981,1,01/06/1972,N,0,
Aei Tower,NZ29/T279,NZ29T279,427232.52,554527.66,0,3,L'NING C,NZ29,01/06/1984,,0,,,0,
Aei Tower,NZ29/T279,NZ29T279,427232.57,554527.59,0,4,L'NING C,NZ29,01/06/1982,,0,,,1,Refixed 1984
Aei Tower,NZ29/T279,NZ29T279,427226.91,554530.72,0,3,RIVET,NZ29,01/06/1984,,0,,,0,
Aei Tower,NZ29/T279,NZ29T279,427226.96,554530.65,0,4,RIVET,NZ29,01/06/1982,,0,,,1,Refixed 1984
Aero & Panel Plywood Co Ltd Works,TQ47/T320,TQ47T320,533493.56,183583.75,0,3,BOLT,TQ47,01/06/1949,01/04/1980,0,,,0,
Aero & Panel Plywood Co Ltd Works,TQ47/T320,TQ47T320,533493.03,183585.56,0,3,FLAGSTAFF,TQ47,01/06/1945,,0,,,1,Dest 1980
Aero & Panel Plywood Co Ltd Works,TQ47/T83,TQ47T083,533493.32,183583.92,0,3,BOLT,TQ47,01/06/1945,,0,,,1,Dest 05/49
Aero Engine Testing Beds,TQ47/T371,TQ47T371,528619.76,161603.41,0,4,BOLT,TQ47,01/06/1950,,0,,,1,Dest 09/85
Aero Engineers Wtr Twr,ST57/T104,ST57T104,364740.14,173152.64,0,4,BOLT,ST57,01/06/1944,,0,,,0,
Aero Twr,SJ95/T47,SJ95T047,393930.11,341793.66,0,4,BOLT,SJ95,01/06/1949,,0,,,1,Dest 08/70
Aero Twr,SJ95/T47,SJ95T047,393929.27,341791.55,0,4,FLAGSTAFF,SJ95,01/06/1949,,0,,,1,Dest 03/68
Aerodrome,SU31/T25,SU31T025,467391.45,103787.33,3.886,3,PILLAR,SU31,01/06/1942,01/10/1977,1,01/01/1946,N,0,
Aerodrome Wtr Tank,ST07/T16,ST07T016,321458.23,177362.08,0,4,BOLT,ST07,01/06/1949,,0,,,1,Dest 10/51
Afrd Wilton,SU31/T329,SU31T329,410853.47,131477.96,0,4,BURIED BLK,SU31,01/06/1950,,0,,,1,Dest 03/73
Afton Avenue Playing Field,NS44/T86,NS44T086,235092.39,624074.81,0,4,BLOCK,NS44,01/06/1954,,0,,,1,Dest 9/76
Afv Depot Chy,SD80/INT157,SD80I157,385813.5,382809.15,0,4,CHIMNEY,SD80,01/06/1949,,0,,,1,Dest 07/73
Agaton Fort,SX76/T140,SX76T140,245633.35,59580.43,0,4,BLOCK,SX76,01/06/1949,,0,,,1,Dest 11/54
Agden Hill,TL36/T1,TL36T001,512532.72,267158.96,64.132,3,PILLAR,TL36,01/06/1950,01/11/1979,1,01/06/1966,N,0,
Agecroft,SD80/T165,SD80T165,380275.25,401735.96,0,4,BLOCK,SD80,01/06/1949,,0,,,1,Dest 03/57
Agricultural Hostel Twr,ST11/T103,ST11T103,295206.23,113619.92,0,4,BOLT,ST11,01/06/1949,,0,,,1,Dest 10/62
Aigburth Ch Twr,SD30/T87,SD30T087,338198.5,386247.1,0,3,BOLT,SD30,01/06/1948,,0,,,1,Dest 04/80
Aigburth Ch Twr,SD30/T87,SD30T087,338197.05,386246.88,0,3,FLAGSTAFF,SD30,01/06/1980,01/04/1980,0,,,0,
Aigburth Ch Twr,SD30/T87,SD30T087,338198.5,386247.1,0,3,RIVET,SD30,01/06/1948,01/04/1980,0,,,0,Re-marked 04/80
Aikbank,NY11/T68,NY11T068,298262.25,519754.35,0,3,BURIED BLK,NY11,01/06/1952,01/12/1976,0,,,0,
Ailsa Craig,PP479,PP479,201910.512,599828.519,338.632,1,PILLAR,FIG6,01/06/1951,01/05/1977,2,01/06/1954,N,0,
Ailsa Craig Lighthouse,NX29/INT15,NX29I015,202532.7,599707.9,0,3,LIGHTHOUSE,NX29,01/06/1955,,0,,,0,
Ainderby Steeple Ch Twr,SE38/2,SE38S002,433449.402,492094.864,0,2,BOLT,SE38,01/06/1955,01/03/1975,0,,,0,
Ainderby Steeple Ch Twr,SE38/2,SE38S002,433447.48,492092.12,0,3,VANE,SE38,01/06/1955,01/03/1975,0,,,0,
Ainscough Flour Mill Twr,SD30/T29,SD30T029,344651.92,411861.44,0,3,BOLT,SD30,01/06/1947,01/06/1979,0,,,0,
Ainscough Flour Mill Twr,SD30/T29,SD30T029,344652.18,411860.26,0,3,CENTRE,SD30,01/06/1956,01/06/1979,0,,,0,
Ainscough Flour Mill Twr,SD30/T29,SD30T029,344653.82,411858.35,0,3,FLAGSTAFF,SD30,01/06/1947,01/06/1979,0,,,0,
Ainsdale Hills,SD30/T437,SD30T437,329287.12,411844.4,0,4,BLOCK,SD30,01/06/1959,,0,,,1,Dest 09/81
Ainsworth Ch Twr,SD80/4,SD80S004,376330.569,410169.514,0,2,BOLT,SD80,01/06/1945,01/09/1979,0,,,0,
Ainsworth Ch Twr,SD80/4,SD80S004,376330.08,410171.74,0,3,FLAGSTAFF,SD80,01/06/1945,,0,,,1,Dest 1966
Ainsworth Ch Twr,SD80/4,SD80S004,376330.42,410171.44,0,3,VANE,SD80,01/06/1945,01/09/1979,0,,,0,
Ainsworth Old Hall,SD80/T142,SD80T142,376176.82,409366.6,145.84,4,PILLAR,SD80,01/06/1948,01/09/1979,1,01/01/1957,N,0,
Aird,NG24/2,NG24S002,76097.694,854475.512,10.984,2,PILLAR,NG24,01/06/1957,01/05/1986,1,01/03/1977,S,0,
Aird,NX29/T37,NX29T037,209537.19,559754.01,0,3,BLOCK,NX29,01/01/1988,01/01/1988,0,,,0,
Aird Dell,NC20/H118,NC20H118,147352.38,962184.32,46.024,4,BLOCK,NC20,01/06/1961,,2,01/06/1961,S,0,HT TO BOLT IN BLOCK
Aird Mhor,NH16/T23,NH16T023,186093.32,855030.7,54.342,3,PILLAR,NH16,01/06/1958,01/05/1980,1,01/08/1957,N,0,
Aird Of Kinloch,NM52/H225,NM52H225,152432.19,728495.54,0,4,BOLT,NM52,01/06/1960,,0,,,0,
Aird Of Kinloch (old),NM52/H225,NM52H225,152436.12,728529.37,0,4,OLD TRIG,NM52,01/06/1960,,0,,,0,
Airde Luachraich,NM52/H268,NM52H268,162558.94,745843,0,4,BLOCK,NM52,01/06/1960,,0,,,0,
Airdrie Academy,NS77/T218,NS77T218,275948.23,666310.85,0,4,BOLT,NS77,01/06/1950,,0,,,1,Dest 9/71
Airdriehill,NS77/T217,NS77T217,277727.82,666955.26,0,4,BURIED BLK,NS77,01/06/1950,01/10/1971,0,,,0,
Airds Hill,NM52/15,NM52S015,192443.74,745727.355,177.097,2,PILLAR,NM52,01/06/1960,01/05/1981,1,01/09/1960,N,0,
Airfield Land,TL36/T98,TL36T098,524002.4,264784.18,53.388,3,PILLAR,TL36,01/06/1965,01/09/1979,1,01/06/1966,N,0,
Airlie Meml Twr,NO46/T1,NO46T001,337408.2,761319.98,0,3,APEX,NO46,01/06/1956,01/08/1973,0,,,0,Apex of turret
Airlie Meml Twr,NO46/T1,NO46T001,337409.92,761324.73,0,3,BOLT,NO46,01/06/1956,01/08/1973,0,,,0,
Airlie Meml Twr,NO46/T1,NO46T001,337409.14,761322.7,0,3,CENTRE,NO46,01/06/1956,01/08/1973,0,,,0,
Airlies,NX56/DM/T1,NX56T001,236774.52,551723.48,98.358,3,PILLAR,NX56,01/06/1958,01/06/1985,1,01/02/1956,N,0,
Airport Wtr Tank,TL51/T80,TL51T080,552182.68,222595.4,0,3,BOLT,TL51,01/08/1986,,0,,,0,
Airshaft,SK39/T206,SK39T206,437090.55,399760.31,0,4,BURIED BLK,SK39,01/06/1954,01/04/1962,0,,,0,
Airshaft Field,NS77/T453,NS77T453,291592,695274.33,0,4,BURIED BLK,NS77,01/06/1957,,0,,,1,Dest 6/85
Airspeed Twr,SU31/T368,SU31T368,417989.03,93390.64,0,4,RIVET,BMTH,01/06/1951,,0,,,1,Dest 06/70
Airways House Twr,TQ47/T37,TQ47T037,528645.36,178585.84,0,3,BOLT,TQ47,01/06/1985,,0,,,1,Refixed 1987
Airways House Twr,TQ47/T37,TQ47T037,528645.34,178585.99,0,3,BOLT,TQ47,01/06/1945,,0,,,1,Refixed 1985
Airways House Twr,TQ47/T37,TQ47T037,528645.28,178585.91,0,3,BOLT,TQ47,01/04/1987,01/04/1985,0,,,0,
Airways House Twr,TQ47/T37,TQ47T037,528645.97,178584.33,0,3,FLAGSTAFF,TQ47,01/06/1945,,0,,,1,Refixed 1987
Airways House Twr,TQ47/T37,TQ47T037,528646.01,178584.12,0,3,FLAGSTAFF,TQ47,01/04/1987,01/04/1981,0,,,0,
Airy Hill,NZ42/T79,NZ42T079,464428.45,516745,218.98,3,PILLAR,NZ42,01/06/1948,01/04/1971,1,01/04/1959,N,0,
Airy Point Lighthouse,SS72/INT2,SS72I002,245780.73,132495.48,0,3,LIGHTHOUSE,SS72,01/06/1949,,0,,,1,Dest 10/67
Aith Ness,HU46/DM/25,HU46S025DIS,451298.186,1144780.747,66.446,2,PILLAR,HU46,01/06/1961,01/06/1980,2,01/06/1961,L,0,
Aithsdale,HY52/T42,HY52T042,330496.34,989559.51,57.796,3,PILLAR,HY52,01/06/1961,01/07/1981,1,01/06/1978,N,0,
Aitkens Brewery Chy,NS77/INT68,NS77I068,288632.87,680157.14,0,3,CHIMNEY,NS77,01/06/1947,,0,,,1,Dest 10/71
Aitkens Brewery Roof,NS77/T165,NS77T165,288633.87,680143.2,0,4,BOLT,NS77,01/06/1948,,0,,,1,Dest 12/81
Aitkens Brewery Roof,NS77/T165,NS77T165,288635.59,680141.79,0,4,FLAGSTAFF,NS77,01/06/1948,,0,,,1,Dest 12/81
Akeley Ch Twr,SP74/T11,SP74T011,470796.54,237779.25,0,3,BOLT,SP74,01/06/1955,,0,,,1,Dest 01/88
Akeley Ch Twr,SP74/T11,SP74T011,470795.55,237779.7,0,3,CENTRE,SP74,01/06/1955,,0,,,1,Dest 01/88
Akeley Ch Twr,SP74/T11,SP74T011,470797.19,237778.28,0,3,FLAGSTAFF,SP74,01/06/1955,,0,,,1,Dest 01/88
Akeley Ch Twr,SP74/T11,SP74T011,470793.64,237781.13,0,3,VANE,SP74,01/06/1955,,0,,,1,Dest 01/88
Akla,HY52/T24,HY52T024,333550.91,1007969.72,0,3,BEACON,HY52,01/06/1961,01/06/1984,0,,,0,CENTRE OF NAVIGATION BEACON
Akla,HY52/T24,HY52T024,333550.45,1007995.41,268.528,3,PILLAR,HY52,01/06/1961,01/06/1984,2,01/06/1978,N,0,
Aladdin Building,TQ08/T30,TQ08T030,513796.17,183541.03,0,3,BOLT,TQ08,01/06/1948,01/05/1981,0,,,1,Destroyed 09/92
Aladdin Building,TQ08/T30,TQ08T030,513798.17,183532.65,0,3,FLAGSTAFF,TQ08,01/06/1948,01/05/1981,0,,,0,
Albany,TQ00/T201,TQ00T201,472686.02,104315.78,3.962,4,PILLAR,TQ00,01/06/1973,,2,01/06/1973,N,1,Dest 06/76
Albert Mill,SD80/T164,SD80T164,381679.68,406047.36,0,4,BOLT,SD80,01/06/1949,,0,,,1,Dest 07/58
Albert Road Ch Dome,SU31/INT1,SU31I001,465491.62,98972.6,0,3,DOME,SU31,01/06/1942,01/03/1976,0,,,0,
Albert Works Chy,NO42/INT19,NO42I019,349517.44,732153.89,0,4,CHIMNEY,NO42,01/06/1949,,0,,,1,Dest 10/76
Albertha,SX76/27,SX76S027,248503.3,55247.916,0,2,BOLT,SX76,01/06/1946,01/05/1974,0,,,1,
Albion Colly Baths Twr,ST07/T88,ST07T088,308667.92,192769.09,0,4,BOLT,ST07,01/06/1953,,0,,,1,Dest 06/82
Albion Hotel,SE22/T4,SE22T004,425167.49,418071.54,0,4,BOLT,SE22,01/06/1949,01/04/1961,0,,,0,
Albion Hotel Vane,TQ53/INT27,TQ53I027,561886.55,99121.15,0,3,VANE,TQ53,01/06/1949,01/04/1982,0,,,0,
Albion Mill,SE22/T3,SE22T003,432712.02,420508.75,0,3,BOLT,SE22,01/06/1949,01/09/1986,0,,,0,
Albion Works Chy,TL81/INT22,TL81I022,576540.45,222832.01,0,4,CHIMNEY,TL81,01/06/1949,,0,,,0,
Albion Works Twr,TL81/T75,TL81T075,576687.92,222760.14,0,4,BOLT,TL81,01/06/1949,,0,,,1,Dest 08/77
Albrighton Ch Twr,SJ90/T181,SJ90T181,380925.42,304429.02,0,4,BOLT,SJ90,01/06/1955,01/03/1960,0,,,0,
Albrighton Ch Twr,SJ90/T181,SJ90T181,380930.49,304425.85,0,4,FLAGSTAFF,SJ90,01/06/1955,01/03/1960,0,,,0,
Alburgh Ch Twr All Saints,TG41/12,TG41S012,627066.91,287282.96,0,3,BOLT,TG41,01/06/1947,01/07/1976,0,,,0,
Alburgh Ch Twr All Saints,TG41/12,TG41S012,627066.13,287282.75,0,3,CENTRE,TG41,01/06/1947,01/07/1976,0,,,0,
Alburgh Ch Twr All Saints,TG41/12,TG41S012,627066.1,287282.65,0,3,FLAGSTAFF,TM47,01/06/1953,01/07/1976,0,,,0,
Albury Wtr Twr,TL32/2,TL32S002,542332.246,224422.152,0,2,BOLT,TL32,01/06/1948,01/06/1975,0,,,0,
Albury Wtr Twr,TL32/2,TL32S002,542332.97,224419.17,0,3,CENTRE,TL32,01/06/1948,01/06/1975,0,,,0,
Aldbourne Gorse,SU19/T59,SU19T059,426355.66,173972.84,213.923,3,PILLAR,SU19,01/06/1951,01/10/1981,1,01/06/1967,N,0,
Aldbrough Ch Twr,TA12/T40,TA12T040,524407.68,438714.94,0,3,BOLT,TA12,01/06/1966,01/10/1987,0,,,0,
Aldbrough Ch Twr,TA12/T40,TA12T040,524407.98,438716.67,0,3,CENTRE,TA12,01/06/1966,01/10/1987,0,,,0,
Aldbrough Ch Twr,TA12/T40,TA12T040,524407.98,438716.67,0,3,VANE,TA12,01/06/1966,01/10/1987,0,,,0,
Aldeburgh Wtr Twr,TM23/1,TM23S001,646047.143,256565.751,0,2,BOLT,TM47,01/06/1953,01/10/1980,0,,,0,Also computed in 62/17
Aldeburgh Wtr Twr,TM23/1,TM23S001,646049.18,256564.3,0,3,CENTRE,TM23,01/06/1953,01/10/1980,0,,,0,
Aldenham Ch Twr,SP91/T60,SP91T060,513968.87,198456.85,0,4,BOLT,SP91,01/06/1954,01/03/1982,0,,,0,
Aldenham Ch Twr,SP91/T60,SP91T060,513970.76,198458.26,0,4,SPIRE,SP91,01/06/1973,01/03/1982,0,,,0,
Aldenham School,SP91/T61,SP91T061,515733.93,197403.23,0,4,BOLT,SP91,01/06/1954,01/03/1982,0,,,0,
Aldens Farm,ST11/T151,ST11T151,290363.34,89685.02,0,4,BLOCK,ST11,01/06/1951,,0,,,1,Dest 11/79
Alder Lane Bridge,SD30/T465,SD30T465,358786.7,392925.9,0,4,BLOCK,SD30,01/06/1966,,0,,,1,Refixed 1987
Alder Lane Bridge,SD30/T465,SD30T465,358786.63,392926.05,0,3,BLOCK,A003,01/02/1987,,0,,,0,Warrington Trig Refix
Alder Mill Dome,SD80/INT2,SD80I002,367071.25,399716.39,0,3,DOME,A002,01/06/1982,,0,,,1,FDI 43 1982. Dest 02/83
Alder Mill Dome,SD80/INT2,SD80I002,367071.42,399716.45,0,3,DOME,SD80,01/06/1945,,0,,,1,Refixed FDI 43 1982
Alderbury Ch Sp,SU31/INT2,SU31I002,418222.78,126927.28,0,3,SPIRE,SU31,01/06/1942,01/12/1977,0,,,0,
Aldercar Lane,SK54/T67,SK54T067,444043.93,349135.58,0,3,BLOCK,SK54,01/06/1977,01/07/1983,0,,,0,
Aldercar Lane,SK54/T67,SK54T067,444044.27,349135.46,0,4,BLOCK,SK54,01/06/1957,,0,,,1,Revalued 1977
Alderley Edge,SD80/3,SD80S003,385945.377,377563.158,194.364,2,BLOCK,SD80,01/06/1945,,1,01/08/1959,N,1,Replaces pillar. Dest 11/78
Alderley Edge,SD80/3,SD80S003,385945.377,377563.158,194.364,2,PILLAR,SD80,01/06/1945,,1,01/08/1959,N,1,Replaced by block 10/62
Alderley Edge Ch Sp,SD80/INT1,SD80I001,384176.24,378618.18,0,3,SPIRE,SD80,01/06/1959,01/11/1978,0,,,0,
Alderman Smith High School,SP38/T186,SP38T186,433878.29,290816.26,0,4,DISC,SP38,01/06/1968,,0,,,0,
Aldermaston Belfry,SU77/INT1,SU77I001,459653.04,164791.54,0,3,BELFRY,SU77,01/06/1951,01/01/1978,0,,,0,
Alderney Brickworks Chy,SU31/INT170,SU31I170,403416.09,93844.21,0,4,CHIMNEY,BMTH,01/06/1942,,0,,,1,Dest 08/70
Alders Mill Chy,SK10/INT39,SK10I039,419112.55,304535.04,0,4,CHIMNEY,SK10,01/06/1952,,0,,,1,Dest 1971
Alders Mill Tank,SK10/T81,SK10T081,419124.36,304547.63,0,4,BOLT,SK10,01/06/1952,,0,,,1,Dest 10/60
Aldershot Gas Works,SU77/T119,SU77T119,488128.49,149960.16,0,3,BOLT,SU77,01/06/1951,,0,,,1,Dest 04/65
Aldershot Methodist Ch Twr,SU77/T120,SU77T120,486127.29,150659.74,0,3,BOLT,SU77,01/06/1951,01/10/1974,0,,,0,
Alderton Ch Sp,ST86/INT2,ST86I002,384182.46,183063.14,0,3,SPIRE,ST86,01/06/1944,01/11/1966,0,,,0,
Alderton Hill,SO92/T1,SO92T001,401338.53,235099.86,162.226,3,PILLAR,SO92,01/06/1949,01/04/1973,1,01/06/1969,N,0,
Aldford Ch Sp,SJ44/INT31,SJ44I031,341885.78,359453.13,0,4,SPIRE,SJ44,01/06/1958,01/12/1961,0,,,0,
Aldham Ch Sp,TL81/INT1,TL81I001,591752.46,225846.99,0,3,SPIRE,TL81,01/06/1947,01/05/1980,0,,,0,
Aldington Ch Turret,TQ94/T11,TQ94T011,607490.34,136191.96,0,3,BOLT,TQ94,01/06/1953,01/11/1965,0,,,0,
Aldington Ch Turret,TQ94/T11,TQ94T011,607482.54,136187.52,0,3,FLAGSTAFF,TQ94,01/06/1953,01/11/1965,0,,,0,
Aldington Ch Turret,TQ94/T11,TQ94T011,607489.83,136192.02,0,3,VANE,TQ94,01/06/1953,01/01/1975,0,,,0,
Aldoth,NY11/T98,NY11T098,313622.97,548469.01,47.756,4,PILLAR,NY11,01/06/1968,01/03/1977,1,01/06/1971,N,0,
Aldridge Ch Twr,SK10/T30,SK10T030,406002.38,300733.62,0,4,BOLT,SK10,01/06/1949,,0,,,1,Dest 10/60
Aldridge Ch Twr,SK10/T30,SK10T030,406000.82,300731.83,0,4,VANE,TRAV,01/06/1954,,0,,,1,Dest 10/60
Aldridge Railway Bridge,SJ90/T128,SJ90T128,404885.74,300524.83,0,4,BLOCK,SJ90,01/06/1951,,0,,,1,Dest 10/57
Aldridge Road School,SK10/T112,SK10T112,406744.91,294241.06,0,4,BOLT,SK10,01/06/1947,01/06/1961,0,,,0,
Aldwarke Main Colly Resr,SK39/T112,SK39T112,444652.87,395206.08,0,4,BURIED BLK,SK39,01/06/1950,,0,,,1,Dest 6/62
Aldwick Ch Twr,TQ00/T2,TQ00T002,490949.13,99048.28,0,4,BOLT,TQ00,01/06/1949,01/04/1968,0,,,0,
Aldwick Ch Twr,TQ00/T2,TQ00T002,490951.92,99048.95,0,4,CENTRE,TQ00,01/06/1956,01/04/1968,0,,,0,
Aldwick Ch Twr,TQ00/T2,TQ00T002,490951.92,99048.95,0,4,VANE,TQ00,01/06/1956,01/04/1968,0,,,0,
Aldwych Cinema,NS77/T102,NS77T102,252685.1,663928.76,0,3,BOLT,NS77,01/06/1947,,0,,,1,Dest 4/64
Aleck Low,SK26/T1,SK26T001,417501.88,359475.35,393.557,3,PILLAR,SK26,01/06/1948,01/07/1983,1,01/06/1971,N,0,
Alemill Hill,NT86/T1,NT86T001,391607,664080.97,113.97,3,PILLAR,NT86,01/06/1953,01/07/1971,1,01/09/1953,N,0,
Alexander Scotts Hosp Twr,NJ45/T1,NJ45T001,353222.08,839665.23,0,3,BOLT,NJ45,01/06/1953,01/05/1989,0,,,0,
Alexander Scotts Hosp Twr,NJ45/T1,NJ45T001,353221.64,839665.91,0,3,FLAGSTAFF,NJ45,01/06/1973,01/05/1989,0,,,0,
Alexandra Colly,SD30/T225,SD30T225,350041.31,394034,0,4,BLOCK,SD30,01/06/1952,01/07/1980,0,,,0,
Alexandra House,SE44/T25,SE44T025,423761.47,437561.89,0,3,BOLT,SE44,01/06/1947,,0,,,1,Dest 04/72
Alexandra Palace,TQ47/T62,TQ47T062,529676.56,190063.56,0,3,BOLT,TQ47,01/06/1945,,0,,,1,Dest 1948
Alexandra Palace Mast,TQ47/INT4,TQ47I004,529683.38,190063.29,0,3,MAST,TQ47,01/06/1945,01/03/1982,0,,,0,
Alexandra Silo,SD30/T58,SD30T058,333303.26,395127.47,0,3,BOLT,SD30,01/06/1947,01/04/1980,0,,,1,Destroyed 06/91
Alexandra Theatre,TQ47/T82,TQ47T082,533540.96,185552.33,0,3,BOLT,TQ47,01/06/1945,,0,,,1,Dest 05/49
Alexandra Theatre 1949,TQ47/T319,TQ47T319,533539.98,185559.16,0,3,BOLT,TQ47,01/06/1949,,0,,,1,Dest 10/51
Alexandria Resr,NS29/T123,NS29T123,238528.23,680211,67.263,4,BLOCK,NS29,01/06/1958,,1,01/06/1968,N,0,HT TO BOLT IN BLOCK
Alexandria Rntf Dome,NS29/INT24,NS29I024,238935.52,680644.75,0,4,DOME,NS29,01/06/1958,,0,,,0,
Alexandrina Plantation,SK73/T113,SK73T113,451746.58,338598.24,0,4,BURIED BLK,SK73,01/06/1950,,0,,,1,Dest 1/75
Alford Ch Sp,NJ40/INT2,NJ40I002,357631.83,816039.54,0,3,SPIRE,NJ40,01/06/1956,01/07/1978,0,,,0,
Alford Ch Twr,TF47/T25,TF47T025,545537.57,376066.17,0,3,BOLT,TF47,01/06/1950,01/02/1981,0,,,0,
Alford Ch Twr,TF47/T25,TF47T025,545538.16,376064.42,0,3,CENTRE,TF47,01/06/1950,01/02/1981,0,,,0,
Alford Ch Twr,TF47/T25,TF47T025,545538.16,376064.42,0,3,FLAGSTAFF,TF47,01/06/1950,01/02/1981,0,,,0,
Alfrace Granary,SP69/T110,SP69T110,462434.66,297704.65,0,4,BOLT,SP69,01/06/1951,,0,,,1,DEst 9/72
Alfreds Twr,ST53/T1,ST53T001,374543.85,135126.92,0,3,BOLT,ST53,01/06/1952,01/05/1967,0,,,0,
Alfreds Twr,ST53/T1,ST53T001,374539.27,135122.38,0,3,CENTRE,ST53,01/06/1952,01/05/1967,0,,,0,Centre of turret
Alfreton Ch Twr,SK56/T7,SK56T007,440715.35,355881.45,0,4,BOLT,SK56,01/06/1948,,0,,,1,Revalued 1977
Alfreton Ch Twr,SK56/T7,SK56T007,440712.91,355882.57,0,3,FLAGSTAFF,SK56,01/06/1977,01/04/1983,0,,,0,
Alfreton Ch Twr,SK56/T7,SK56T007,440713.24,355882.53,0,4,FLAGSTAFF,SK56,01/06/1948,,0,,,1,Revalued 1977
Alfreton Ch Twr,SK56/T7,SK56T007,440715.03,355881.52,0,3,RIVET,SK56,01/06/1977,01/04/1983,0,,,0,
Alfreton Creamery Chy,SK54/INT55,SK54I055,442436.59,354947.95,0,3,CHIMNEY,SK54,01/06/1977,01/04/1983,0,,,1,DESTROYED 9/95
Algernon Colly Headgear,NZ29/30,NZ29S030,431786.405,570254.174,0,2,BOLT,NZ29,01/06/1947,,0,,,1,Dest 06/68
Algernon Colly Headgear,NZ29/30,NZ29S030,431784.49,570256.6,0,3,CENTRE,NZ29,01/06/1947,,0,,,1,Centre of wheels.  Dest 06/68
Algernon Colly Headgear,NZ29/30,NZ29S030,431785,570252.63,0,3,FLAGSTAFF,NZ29,01/06/1947,,0,,,1,Dest 06/68
Algernon Colly Headgear,NZ29/30,NZ29S030,431785.07,570254.62,0,3,WIRE,NZ29,01/06/1947,,0,,,1,West rope.  Dest 06/68
Algernon Colly Headgear,NZ29/30,NZ29S030,431786.04,570255.2,0,3,WIRE,NZ29,01/06/1947,,0,,,1,East rope.  Dest 06/68
Alichmore,NO02/T88,NO02T088,285124.04,720975.54,0,3,BURIED BLK,NO02,01/06/1951,01/09/1971,0,,,0,
Alkborough,SE91/T27,SE91T027,488706.03,422110.79,50.151,3,PILLAR,SE73,01/06/1948,01/07/1987,1,01/06/1969,N,0,
Alkborough Ch Twr,SE73/11,SE73S011,488187.447,421890.17,0,2,BOLT,SE73,01/06/1939,01/07/1974,0,,,0,
Alkborough Ch Twr,SE73/11,SE73S011,488188.31,421890.08,0,3,CENTRE,SE73,01/06/1950,01/07/1974,0,,,0,
Alkborough Ch Twr,SE73/11,SE73S011,488187.81,421888.35,0,3,FLAGSTAFF,SE73,01/06/1959,01/07/1974,0,,,0,
Alkborough Ch Twr,SE73/11,SE73S011,488190.23,421887.96,0,3,FLAGSTAFF,SE73,01/06/1950,,0,,,1,Dest 12/59
